image,severity_count,severity_label,prob_crack,prob_dent,prob_paint_off,prob_scratch,pred_crack,pred_dent,pred_paint_off,pred_scratch,rc_impact_force,rc_metal_fatigue,rc_corrosion,dominant_cause
causal_data\aircraft damage\test\images\27_19_JPG_jpg.rf.2c5b1ccb5cf9e2cd709e1cadf354ce76.jpg,4,Moderate — 4 damage instances,0.9786,0.2876,0.0005,0.0000,1,0,0,0,0.5970,0.6859,0.5399,metal_fatigue
causal_data\aircraft damage\test\images\27_22_JPG_jpg.rf.c9ee84f0cba27aba7c6600b97a1594ca.jpg,3,Moderate — 3 damage instances,0.9887,0.0302,0.0025,0.0000,1,0,0,0,0.5746,0.7138,0.5554,metal_fatigue
causal_data\aircraft damage\test\images\29_7_JPG_jpg.rf.37b8d2a05ba79e58f300b6ad52772929.jpg,2,Minor — 2 damage instance(s),0.9830,0.1194,0.0020,0.0000,1,0,0,0,0.5653,0.6687,0.5137,metal_fatigue
causal_data\aircraft damage\test\images\2_14_JPG_jpg.rf.11dd1c1cffee50432bda27275d6da095.jpg,2,Minor — 2 damage instance(s),0.8737,0.5781,0.0021,0.0000,1,1,0,0,0.5908,0.6272,0.4889,metal_fatigue
causal_data\aircraft damage\test\images\2_2_JPG_jpg.rf.b252a69587159d1bd366a2e6b447a6ec.jpg,1,Minor — 1 damage instance(s),0.0120,0.9934,0.0014,0.0101,0,1,0,0,0.6463,0.5181,0.4275,impact_force
causal_data\aircraft damage\test\images\31_0_JPG_jpg.rf.9fd23f76db328dad8c8651904626a055.jpg,1,Minor — 1 damage instance(s),0.0097,0.9934,0.0014,0.0108,0,1,0,0,0.6462,0.5272,0.4301,impact_force
causal_data\aircraft damage\test\images\31_22_JPG_jpg.rf.7106f123c4a2e143c5eb4f9d1990a758.jpg,1,Minor — 1 damage instance(s),0.0781,0.9620,0.0026,0.0021,0,1,0,0,0.6117,0.5879,0.4590,impact_force
causal_data\aircraft damage\test\images\31_4_JPG_jpg.rf.4f5eef7a7bd50a0062ecd8c1f68f07fd.jpg,2,Minor — 2 damage instance(s),0.0792,0.9931,0.0004,0.0007,0,1,0,0,0.6428,0.5477,0.4552,impact_force
causal_data\aircraft damage\test\images\32_23_JPG_jpg.rf.6d50e31c88b3b29444f71d2985fe66ac.jpg,6,Severe — 6 damage instances,0.0141,0.9980,0.0001,0.0005,0,1,0,0,0.7153,0.5761,0.5338,impact_force
causal_data\aircraft damage\test\images\34_7_JPG_jpg.rf.6f40b0a0df66daf1fa875ca298c16787.jpg,1,Minor — 1 damage instance(s),0.9819,0.0327,0.0052,0.0000,1,0,0,0,0.5284,0.6926,0.4892,metal_fatigue
causal_data\aircraft damage\test\images\36_11_JPG_jpg.rf.ae2c8ef5305517a639946d083a8390d3.jpg,6,Severe — 6 damage instances,0.0291,0.9983,0.0001,0.0002,0,1,0,0,0.7248,0.5774,0.5393,impact_force
causal_data\aircraft damage\test\images\36_21_JPG_jpg.rf.4bd60abd9eb2368202aced6ee63955ba.jpg,10,Severe — 10 damage instances,0.0021,0.9993,0.0000,0.0004,0,1,0,0,0.7938,0.6042,0.6351,impact_force
causal_data\aircraft damage\test\images\37_18_JPG_jpg.rf.bb60e61ef411acbd04619173c23c0a83.jpg,2,Minor — 2 damage instance(s),0.9867,0.0192,0.0053,0.0000,1,0,0,0,0.5427,0.7067,0.5273,metal_fatigue
causal_data\aircraft damage\test\images\39_10_JPG_jpg.rf.b13430656583be54e1b1bf8eba0f3035.jpg,1,Minor — 1 damage instance(s),0.9863,0.0489,0.0033,0.0000,1,0,0,0,0.5296,0.6827,0.4860,metal_fatigue
causal_data\aircraft damage\test\images\39_14_JPG_jpg.rf.6c19b6594c08736c496e7584ac7e4224.jpg,2,Minor — 2 damage instance(s),0.0612,0.9914,0.0007,0.0014,0,1,0,0,0.6463,0.5493,0.4635,impact_force
causal_data\aircraft damage\test\images\3_9_JPG_jpg.rf.a1af29cbee20b5ab0f944ac75838cdd0.jpg,2,Minor — 2 damage instance(s),0.9920,0.0515,0.0014,0.0000,1,0,0,0,0.5396,0.6961,0.5126,metal_fatigue
causal_data\aircraft damage\test\images\40_3_JPG_jpg.rf.ce7cdd6a07ea0e54da9b2a452e05d049.jpg,1,Minor — 1 damage instance(s),0.9893,0.0216,0.0042,0.0000,1,0,0,0,0.5302,0.7052,0.5117,metal_fatigue
causal_data\aircraft damage\test\images\40_7_JPG_jpg.rf.5e4449bd214b0b872aad2f4b7dc34f78.jpg,1,Minor — 1 damage instance(s),0.9878,0.0181,0.0056,0.0000,1,0,0,0,0.5197,0.7061,0.5026,metal_fatigue
causal_data\aircraft damage\test\images\41_10_JPG_jpg.rf.afa5538d9000f0d5e299501448b9b8d7.jpg,2,Minor — 2 damage instance(s),0.7874,0.9437,0.0002,0.0000,1,1,0,0,0.6075,0.5941,0.4749,impact_force
causal_data\aircraft damage\test\images\41_19_JPG_jpg.rf.59ff8778d583a26283086d00c489e545.jpg,1,Minor — 1 damage instance(s),0.9893,0.0348,0.0027,0.0000,1,0,0,0,0.5338,0.6987,0.5027,metal_fatigue
causal_data\aircraft damage\test\images\41_25_JPG_jpg.rf.df21560b8ad77be7421350dcbddd19a7.jpg,1,Minor — 1 damage instance(s),0.4219,0.3626,0.0148,0.0004,0,0,0,0,0.5765,0.6389,0.4718,metal_fatigue
causal_data\aircraft damage\test\images\41_3_JPG_jpg.rf.1f8027e06d7867220a623d8ecf592600.jpg,3,Moderate — 3 damage instances,0.2874,0.9894,0.0002,0.0001,0,1,0,0,0.6502,0.5713,0.4804,impact_force
causal_data\aircraft damage\test\images\41_8_JPG_jpg.rf.d585253686a660f93b058c1729ad1f9c.jpg,2,Minor — 2 damage instance(s),0.9541,0.4196,0.0011,0.0000,1,0,0,0,0.5770,0.6475,0.4914,metal_fatigue
causal_data\aircraft damage\test\images\42_4_JPG_jpg.rf.b483ea6d8f9d1c9776e4f97c431314c6.jpg,5,Severe — 5 damage instances,0.0218,0.9984,0.0001,0.0003,0,1,0,0,0.7084,0.5663,0.5120,impact_force
causal_data\aircraft damage\test\images\42_8_JPG_jpg.rf.4c21d04da146aa88fcb3aca49596daea.jpg,4,Moderate — 4 damage instances,0.0927,0.9953,0.0002,0.0002,0,1,0,0,0.6747,0.5763,0.4967,impact_force
causal_data\aircraft damage\test\images\43_22_JPG_jpg.rf.f6df4f2d2388d96c4b387bc0b740a65e.jpg,3,Moderate — 3 damage instances,0.9913,0.0206,0.0026,0.0000,1,0,0,0,0.5485,0.7193,0.5437,metal_fatigue
causal_data\aircraft damage\test\images\43_2_JPG_jpg.rf.5607e26e7d893ccba08b027df086bcd0.jpg,3,Moderate — 3 damage instances,0.9908,0.0747,0.0009,0.0000,1,0,0,0,0.5738,0.7047,0.5498,metal_fatigue
causal_data\aircraft damage\test\images\44762-c4c55ecc7eb41a4a32a18009f3866df9_jpg.rf.4448e4e8e36fcf913edaa286552a091d.jpg,3,Moderate — 3 damage instances,0.9892,0.0281,0.0028,0.0000,1,0,0,0,0.5595,0.7103,0.5472,metal_fatigue
causal_data\aircraft damage\test\images\44_18_JPG_jpg.rf.bce95a632f19d4c84c1d9c72c1738883.jpg,3,Moderate — 3 damage instances,0.9917,0.0172,0.0026,0.0000,1,0,0,0,0.5590,0.7249,0.5650,metal_fatigue
causal_data\aircraft damage\test\images\45_11_JPG_jpg.rf.3bfb55504b9f86a33d2dc7934116158d.jpg,1,Minor — 1 damage instance(s),0.9877,0.0188,0.0054,0.0000,1,0,0,0,0.5217,0.7074,0.5050,metal_fatigue
causal_data\aircraft damage\test\images\45_13_JPG_jpg.rf.e3ac4a3c1f722d8c0b48781f18487870.jpg,1,Minor — 1 damage instance(s),0.9878,0.0177,0.0058,0.0000,1,0,0,0,0.5205,0.7075,0.5035,metal_fatigue
causal_data\aircraft damage\test\images\46_14_JPG_jpg.rf.b68aa01b0473756784016d831e57271a.jpg,0,None,0.7318,0.0374,0.0662,0.0002,1,0,0,0,0.5363,0.6631,0.4639,metal_fatigue
causal_data\aircraft damage\test\images\46_25_JPG_jpg.rf.35aafad242006bf054d6b661c8d157a1.jpg,3,Moderate — 3 damage instances,0.2877,0.0045,0.9499,0.0253,0,0,1,0,0.6232,0.6474,0.5697,metal_fatigue
causal_data\aircraft damage\test\images\46_9_JPG_jpg.rf.5aa92f8ac2dd37c5dcc92c10d732793a.jpg,2,Minor — 2 damage instance(s),0.2081,0.9896,0.0003,0.0002,0,1,0,0,0.6333,0.5623,0.4614,impact_force
causal_data\aircraft damage\test\images\48_1_JPG_jpg.rf.5d1a8f0ddc9e9164855fec953f4720df.jpg,4,Moderate — 4 damage instances,0.9934,0.0129,0.0020,0.0000,1,0,0,0,0.5763,0.7398,0.5964,metal_fatigue
causal_data\aircraft damage\test\images\48_7_JPG_jpg.rf.bdcd1c36eeadbe1b321ad03cdbec3823.jpg,6,Severe — 6 damage instances,0.9933,0.0245,0.0011,0.0000,1,0,0,0,0.5995,0.7388,0.6195,metal_fatigue
causal_data\aircraft damage\test\images\48_8_JPG_jpg.rf.a9135aecae3676015278ef29ac1d83cd.jpg,5,Severe — 5 damage instances,0.9927,0.0494,0.0008,0.0000,1,0,0,0,0.6055,0.7274,0.6110,metal_fatigue
causal_data\aircraft damage\test\images\73_0_JPG_jpg.rf.f6b449b1dd5ce162796cec9335427ba1.jpg,10,Severe — 10 damage instances,0.8548,0.8580,0.0000,0.0000,1,1,0,0,0.7300,0.7190,0.6975,impact_force
causal_data\aircraft damage\test\images\73_10_JPG_jpg.rf.0d17aa2f88ba386c84cd0f3c58ab5684.jpg,10,Severe — 10 damage instances,0.9168,0.7676,0.0000,0.0000,1,1,0,0,0.7220,0.7302,0.7023,metal_fatigue
causal_data\aircraft damage\test\images\73_11_JPG_jpg.rf.5ab1780bab7d26ac5aa4bc03a42924f5.jpg,7,Severe — 7 damage instances,0.9902,0.3802,0.0001,0.0000,1,0,0,0,0.6457,0.7306,0.6387,metal_fatigue
causal_data\aircraft damage\test\images\74_4_JPG_jpg.rf.4fed665f32dc025f56cdd9b04009a0f5.jpg,1,Minor — 1 damage instance(s),0.9458,0.1821,0.0050,0.0000,1,0,0,0,0.5748,0.6467,0.4921,metal_fatigue
causal_data\aircraft damage\test\images\75_15_JPG_jpg.rf.70b2193e28c1e7972446a6f085e06995.jpg,1,Minor — 1 damage instance(s),0.0190,0.9925,0.0012,0.0050,0,1,0,0,0.6363,0.5397,0.4350,impact_force
causal_data\aircraft damage\test\images\75_17_JPG_jpg.rf.c65c7a416461a9326ae4407175a9cac0.jpg,1,Minor — 1 damage instance(s),0.0250,0.9916,0.0011,0.0040,0,1,0,0,0.6331,0.5455,0.4390,impact_force
causal_data\aircraft damage\test\images\77_6_JPG_jpg.rf.1c7db1102d066615606f7f3e4b0d724c.jpg,1,Minor — 1 damage instance(s),0.9870,0.0303,0.0042,0.0000,1,0,0,0,0.5267,0.6942,0.4926,metal_fatigue
causal_data\aircraft damage\test\images\79_12_JPG_jpg.rf.7895c04bf1a1db50d8189adf60763d54.jpg,1,Minor — 1 damage instance(s),0.9110,0.0303,0.0263,0.0000,1,0,0,0,0.5436,0.6767,0.4867,metal_fatigue
causal_data\aircraft damage\test\images\79_8_JPG_jpg.rf.bd5ad43602d3ad9264541563e7092638.jpg,1,Minor — 1 damage instance(s),0.3699,0.9543,0.0009,0.0002,0,1,0,0,0.5971,0.5928,0.4485,impact_force
causal_data\aircraft damage\test\images\80_19_JPG_jpg.rf.940e4ff0b336de3efc681d6751600649.jpg,2,Minor — 2 damage instance(s),0.0267,0.9932,0.0007,0.0023,0,1,0,0,0.6464,0.5582,0.4583,impact_force
causal_data\aircraft damage\test\images\80_24_JPG_jpg.rf.4fb0edfb42b79f7ebfd66eb84b914e38.jpg,2,Minor — 2 damage instance(s),0.1885,0.8980,0.0035,0.0009,0,1,0,0,0.6105,0.6071,0.4782,impact_force
causal_data\aircraft damage\test\images\81_6_JPG_jpg.rf.3c468328fd6a708b46330f2f73b0d110.jpg,1,Minor — 1 damage instance(s),0.9848,0.0143,0.0083,0.0000,1,0,0,0,0.5139,0.7103,0.5029,metal_fatigue
causal_data\aircraft damage\test\images\83_10_JPG_jpg.rf.23c89c9f3f80e133ab9b77b9fa435e60.jpg,1,Minor — 1 damage instance(s),0.0440,0.9923,0.0007,0.0016,0,1,0,0,0.6316,0.5536,0.4442,impact_force
causal_data\aircraft damage\test\images\83_11_JPG_jpg.rf.f79c6049c7a1069e17318961ec9c8315.jpg,1,Minor — 1 damage instance(s),0.0138,0.9926,0.0013,0.0069,0,1,0,0,0.6362,0.5380,0.4236,impact_force
causal_data\aircraft damage\test\images\83_15_JPG_jpg.rf.5c25ad26238a6e19e4d43fe381555ef3.jpg,1,Minor — 1 damage instance(s),0.0892,0.4513,0.0576,0.0058,0,0,0,0,0.5834,0.6198,0.4614,metal_fatigue
causal_data\aircraft damage\test\images\83_19_JPG_jpg.rf.99ee19795bb3e3b0330b6d494aa8d736.jpg,1,Minor — 1 damage instance(s),0.0551,0.9921,0.0006,0.0013,0,1,0,0,0.6307,0.5517,0.4405,impact_force
causal_data\aircraft damage\test\images\83_1_JPG_jpg.rf.f4f8b5c9ce07cbdf090bdb3f00550573.jpg,2,Minor — 2 damage instance(s),0.6115,0.9531,0.0005,0.0001,1,1,0,0,0.6092,0.5849,0.4629,impact_force
causal_data\aircraft damage\test\images\83_23_JPG_jpg.rf.29bbe79d64dfd5df1592e2fee37e1405.jpg,1,Minor — 1 damage instance(s),0.0124,0.9938,0.0012,0.0081,0,1,0,0,0.6476,0.5257,0.4308,impact_force
causal_data\aircraft damage\test\images\83_2_JPG_jpg.rf.eb82a6731b0d235bc87326cf3ae935f8.jpg,2,Minor — 2 damage instance(s),0.5143,0.9820,0.0002,0.0001,1,1,0,0,0.6398,0.5560,0.4709,impact_force
causal_data\aircraft damage\test\images\84_1_JPG_jpg.rf.c9ee4eb3bac14169133612d478549fc0.jpg,2,Minor — 2 damage instance(s),0.9849,0.0180,0.0070,0.0000,1,0,0,0,0.5436,0.7025,0.5255,metal_fatigue
causal_data\aircraft damage\test\images\84_23_JPG_jpg.rf.abf979ca2cc9eaac8e26babdb3914dc3.jpg,4,Moderate — 4 damage instances,0.0132,0.9970,0.0003,0.0016,0,1,0,0,0.6904,0.5534,0.4980,impact_force
causal_data\aircraft damage\test\images\84_4_JPG_jpg.rf.8f14788feaf8d9a3b6d5af7566c55ccb.jpg,2,Minor — 2 damage instance(s),0.0079,0.9939,0.0015,0.0155,0,1,0,0,0.6615,0.5154,0.4424,impact_force
causal_data\aircraft damage\test\images\85_0_JPG_jpg.rf.31db635a3cfd5d7b8a2cee784c4d3276.jpg,4,Moderate — 4 damage instances,0.0134,0.9972,0.0003,0.0013,0,1,0,0,0.6924,0.5538,0.4995,impact_force
causal_data\aircraft damage\test\images\85_1_JPG_jpg.rf.796fb7d65d96498ba0af54c08c380b3a.jpg,2,Minor — 2 damage instance(s),0.9790,0.0166,0.0112,0.0000,1,0,0,0,0.5511,0.6986,0.5265,metal_fatigue
causal_data\aircraft damage\test\images\85_21_JPG_jpg.rf.800087924e1c2af3e5f7ed44a13a3430.jpg,4,Moderate — 4 damage instances,0.0131,0.9972,0.0003,0.0014,0,1,0,0,0.6929,0.5537,0.4998,impact_force
causal_data\aircraft damage\test\images\85_23_JPG_jpg.rf.ed83c2caa8733e9c4e1c402ac0f7d28d.jpg,4,Moderate — 4 damage instances,0.0132,0.9972,0.0003,0.0014,0,1,0,0,0.6926,0.5538,0.4996,impact_force
causal_data\aircraft damage\test\images\86_14_JPG_jpg.rf.fb700a42cc23778e2cc60ff9d6ffaa22.jpg,1,Minor — 1 damage instance(s),0.9833,0.0361,0.0053,0.0000,1,0,0,0,0.5433,0.6857,0.4997,metal_fatigue
causal_data\aircraft damage\test\images\86_2_JPG_jpg.rf.39b565d935cf69faed232c8655d2d6c2.jpg,1,Minor — 1 damage instance(s),0.0070,0.9830,0.0053,0.0462,0,1,0,0,0.6515,0.5382,0.4569,impact_force
causal_data\aircraft damage\test\images\86_8_JPG_jpg.rf.54453f706731df22f65b15226f6932e5.jpg,2,Minor — 2 damage instance(s),0.9889,0.0210,0.0041,0.0000,1,0,0,0,0.5355,0.7085,0.5217,metal_fatigue
causal_data\aircraft damage\test\images\87_11_JPG_jpg.rf.018df604b7025c3258d833d677a51217.jpg,2,Minor — 2 damage instance(s),0.9841,0.0515,0.0033,0.0000,1,0,0,0,0.5561,0.6870,0.5148,metal_fatigue
causal_data\aircraft damage\test\images\87_12_JPG_jpg.rf.09809089cd8ac6f362536409c4c694bc.jpg,1,Minor — 1 damage instance(s),0.0297,0.9840,0.0020,0.0048,0,1,0,0,0.6172,0.5689,0.4452,impact_force
causal_data\aircraft damage\test\images\87_17_JPG_jpg.rf.a049a9e1c80f89e37645c9f64734c32f.jpg,3,Moderate — 3 damage instances,0.9853,0.0265,0.0039,0.0000,1,0,0,0,0.5635,0.7095,0.5438,metal_fatigue
causal_data\aircraft damage\test\images\87_6_JPG_jpg.rf.e32a3a720238443f3ccf574cefc90490.jpg,2,Minor — 2 damage instance(s),0.9853,0.0239,0.0049,0.0000,1,0,0,0,0.5503,0.7029,0.5289,metal_fatigue
causal_data\aircraft damage\test\images\90_15_JPG_jpg.rf.41773c6da9e19965194004bc8f357618.jpg,1,Minor — 1 damage instance(s),0.9547,0.0132,0.0312,0.0000,1,0,0,0,0.5252,0.6959,0.5004,metal_fatigue
causal_data\aircraft damage\test\images\90_18_JPG_jpg.rf.8fec36567235f8de5fe4381dd8538074.jpg,1,Minor — 1 damage instance(s),0.9838,0.0246,0.0062,0.0000,1,0,0,0,0.5289,0.6968,0.5039,metal_fatigue
causal_data\aircraft damage\test\images\90_22_JPG_jpg.rf.ce7fa8a909d6656f2f9d692d17d14196.jpg,1,Minor — 1 damage instance(s),0.9702,0.0123,0.0225,0.0000,1,0,0,0,0.5253,0.7003,0.5098,metal_fatigue
causal_data\aircraft damage\test\images\90_23_JPG_jpg.rf.4cf6457856a30cf1dfa8c9ca0594680e.jpg,1,Minor — 1 damage instance(s),0.9822,0.0144,0.0105,0.0000,1,0,0,0,0.5210,0.7065,0.5076,metal_fatigue
causal_data\aircraft damage\test\images\95_16_JPG_jpg.rf.69246348476df4fb54d573c4c7e387c5.jpg,1,Minor — 1 damage instance(s),0.9848,0.0176,0.0067,0.0000,1,0,0,0,0.5161,0.7071,0.4953,metal_fatigue
causal_data\aircraft damage\test\images\95_22_JPG_jpg.rf.7672a66314038a9eea6fe24d3af98f20.jpg,1,Minor — 1 damage instance(s),0.9866,0.0265,0.0048,0.0000,1,0,0,0,0.5226,0.6979,0.4955,metal_fatigue
causal_data\aircraft damage\test\images\96_18_JPG_jpg.rf.d6dcfeb568d11800bbf47842618ad3d8.jpg,1,Minor — 1 damage instance(s),0.9746,0.0075,0.0289,0.0000,1,0,0,0,0.5157,0.7102,0.5179,metal_fatigue
causal_data\aircraft damage\test\images\97_2_JPG_jpg.rf.47150f38c7d8d2520012f2e261585237.jpg,4,Moderate — 4 damage instances,0.9155,0.0038,0.3446,0.0001,1,0,0,0,0.6024,0.6964,0.6031,metal_fatigue
causal_data\aircraft damage\test\images\98_0_JPG_jpg.rf.67b57582694e6a5ffa7f25be6f699b69.jpg,1,Minor — 1 damage instance(s),0.9863,0.0158,0.0067,0.0000,1,0,0,0,0.5082,0.7094,0.4958,metal_fatigue
causal_data\aircraft damage\test\images\98_17_JPG_jpg.rf.f57672c1364def062b08b4fc48529070.jpg,1,Minor — 1 damage instance(s),0.9498,0.0432,0.0134,0.0000,1,0,0,0,0.5500,0.6700,0.4950,metal_fatigue
causal_data\aircraft damage\test\images\98_18_JPG_jpg.rf.93e30ad6876270559ff5615852119e24.jpg,1,Minor — 1 damage instance(s),0.9881,0.0179,0.0057,0.0000,1,0,0,0,0.5113,0.7063,0.4972,metal_fatigue
causal_data\aircraft damage\test\images\98_1_JPG_jpg.rf.b06caaaeefd4340a8b7f01d809d4d416.jpg,2,Minor — 2 damage instance(s),0.9379,0.4504,0.0014,0.0000,1,0,0,0,0.5880,0.6456,0.5019,metal_fatigue
causal_data\aircraft damage\test\images\98_2_JPG_jpg.rf.b60e60ffc47fb571daf6d821a2f1b184.jpg,1,Minor — 1 damage instance(s),0.9887,0.0163,0.0055,0.0000,1,0,0,0,0.5181,0.7104,0.5108,metal_fatigue
causal_data\aircraft damage\test\images\99_14_JPG_jpg.rf.7db7da88d3ed4873b7acee140b9acb86.jpg,1,Minor — 1 damage instance(s),0.9661,0.0193,0.0147,0.0000,1,0,0,0,0.5259,0.6947,0.4938,metal_fatigue
causal_data\aircraft damage\test\images\99_15_JPG_jpg.rf.f3d4b321908d613bde5b23f0c6d492e1.jpg,1,Minor — 1 damage instance(s),0.9427,0.0180,0.0224,0.0000,1,0,0,0,0.5127,0.6962,0.4787,metal_fatigue
causal_data\aircraft damage\test\images\a0a6a9bd_342e_49c8_bb81_aff34c1884b4_f8fafc9e14d78d749effcce0bb27c750ae0bce11-1-_jpeg_jpg.rf.f68a6dbf953fc9cae1d5480b0dd9af2c.jpg,1,Minor — 1 damage instance(s),0.9811,0.0156,0.0103,0.0000,1,0,0,0,0.5224,0.7018,0.5057,metal_fatigue
causal_data\aircraft damage\test\images\Accidental-damage-in-aircraft-structures-resulting-from-ground-vehicles_png_jpg.rf.6f650c63b9866fe5cc5907e891cf7f6f.jpg,2,Minor — 2 damage instance(s),0.0100,0.9953,0.0009,0.0070,0,1,0,0,0.6603,0.5233,0.4432,impact_force
causal_data\aircraft damage\test\images\cd_2608_13_jpg.rf.db3454957ef260539c97809588474bf7.jpg,1,Minor — 1 damage instance(s),0.9577,0.0102,0.0484,0.0000,1,0,0,0,0.5255,0.6902,0.5137,metal_fatigue
causal_data\aircraft damage\test\images\cd_2608_13_jpg.rf.e9d69b756440e507f2d08020c8a0427d.jpg,1,Minor — 1 damage instance(s),0.9696,0.0105,0.0295,0.0000,1,0,0,0,0.5244,0.6969,0.5130,metal_fatigue
causal_data\aircraft damage\test\images\cd_2608_1_jpg.rf.cc1b6602f44b0b612616d79c9c1e41e8.jpg,1,Minor — 1 damage instance(s),0.1662,0.3491,0.0418,0.0020,0,0,0,0,0.5755,0.6363,0.4662,metal_fatigue
causal_data\aircraft damage\test\images\cd_2608_20_jpg.rf.d4eb1ab07dafbdcb60e16b3affb7043a.jpg,2,Minor — 2 damage instance(s),0.0198,0.9930,0.0009,0.0035,0,1,0,0,0.6536,0.5546,0.4642,impact_force
causal_data\aircraft damage\test\images\cd_2608_24_jpg.rf.94fa29c5a279fb545975bd2d0a7f7a55.jpg,1,Minor — 1 damage instance(s),0.0263,0.9932,0.0008,0.0029,0,1,0,0,0.6408,0.5414,0.4370,impact_force
causal_data\aircraft damage\test\images\cd_2608_26_jpg.rf.1ed05ee4f10c1448e7c72d822d6901be.jpg,2,Minor — 2 damage instance(s),0.9869,0.0733,0.0020,0.0000,1,0,0,0,0.5607,0.6831,0.5226,metal_fatigue
causal_data\aircraft damage\test\images\cd_2608_4_jpg.rf.abba8c3621747d094c9731ce5ac7685f.jpg,1,Minor — 1 damage instance(s),0.0131,0.9813,0.0051,0.0290,0,1,0,0,0.6404,0.5426,0.4521,impact_force
causal_data\aircraft damage\test\images\cd_2608_6_jpg.rf.551b709140d3de3ad0f1ee62b05ebc39.jpg,1,Minor — 1 damage instance(s),0.8650,0.1792,0.0099,0.0001,1,0,0,0,0.5692,0.6453,0.4863,metal_fatigue
causal_data\aircraft damage\test\images\cd_2608_7_jpg.rf.ded69c9c1de965c2e41823ee1455eeda.jpg,1,Minor — 1 damage instance(s),0.9871,0.0177,0.0063,0.0000,1,0,0,0,0.5295,0.7053,0.5164,metal_fatigue
causal_data\aircraft damage\test\images\crack-side_jpg.rf.197b822056b36c23863c9196a96d48c4.jpg,2,Minor — 2 damage instance(s),0.0300,0.9792,0.0042,0.0136,0,1,0,0,0.6525,0.5496,0.4745,impact_force
causal_data\aircraft damage\test\images\DSC01673_jpg.rf.874402aa2dc303124ed0f9b315b3ee3e.jpg,1,Minor — 1 damage instance(s),0.9872,0.0186,0.0060,0.0000,1,0,0,0,0.5236,0.7042,0.5058,metal_fatigue
causal_data\aircraft damage\test\images\DSC01673_jpg.rf.d551ebab920ca5be6bb6c2958d1a72b7.jpg,1,Minor — 1 damage instance(s),0.9876,0.0165,0.0061,0.0000,1,0,0,0,0.5182,0.7074,0.5027,metal_fatigue
causal_data\aircraft damage\test\images\DSC_0547_jpg.rf.9f21a97eeb0d40f98e23894d30b2f403.jpg,3,Moderate — 3 damage instances,0.9919,0.0160,0.0027,0.0000,1,0,0,0,0.5545,0.7260,0.5622,metal_fatigue
causal_data\aircraft damage\test\images\IMAG0155_jpg.rf.ac3dba33981c529c5e7f522eed0c81d0.jpg,1,Minor — 1 damage instance(s),0.9830,0.0507,0.0043,0.0000,1,0,0,0,0.5493,0.6800,0.5051,metal_fatigue
causal_data\aircraft damage\test\images\IMG_0585_JPG_jpg.rf.782530c508d4172071e46d57e8a115b4.jpg,2,Minor — 2 damage instance(s),0.9862,0.0198,0.0070,0.0000,1,0,0,0,0.5490,0.6993,0.5383,metal_fatigue
causal_data\aircraft damage\test\images\IMG_20230511_095814_jpg.rf.30644396a9c01d413dac7b77bc0689d7.jpg,1,Minor — 1 damage instance(s),0.0073,0.9893,0.0027,0.0226,0,1,0,0,0.6404,0.5398,0.4328,impact_force
causal_data\aircraft damage\test\images\IMG_20230511_095934_jpg.rf.c7f6cfd809e476c3e897ad0775c38a78.jpg,1,Minor — 1 damage instance(s),0.0304,0.2504,0.2773,0.0470,0,0,0,0,0.5877,0.6140,0.4682,metal_fatigue
causal_data\aircraft damage\test\images\IMG_20230511_100454_jpg.rf.312835bacedf82c0a018fbd4d60cab01.jpg,1,Minor — 1 damage instance(s),0.0037,0.0270,0.9778,0.9286,0,0,1,1,0.6205,0.5616,0.5140,impact_force
causal_data\aircraft damage\test\images\IMG_20230511_100623_jpg.rf.0e5523adee4067f5dd66fc17b049fc77.jpg,0,None,0.0447,0.2317,0.2279,0.0271,0,0,0,0,0.5823,0.6150,0.4613,metal_fatigue
causal_data\aircraft damage\test\images\IMG_20230511_101309_jpg.rf.7e4f9958ce24362e57eb38755a7a7fcb.jpg,0,None,0.0083,0.0282,0.9429,0.5488,0,0,1,1,0.5785,0.6142,0.4846,metal_fatigue
causal_data\aircraft damage\test\images\IMG_20230511_101559_jpg.rf.0b8475765702e67e49269e68a8ea5c2c.jpg,0,None,0.1130,0.0573,0.2573,0.0043,0,0,0,0,0.5366,0.6604,0.4463,metal_fatigue
causal_data\aircraft damage\test\images\IMG_20230511_101635_jpg.rf.807233529f27fef42321898d7fdf101e.jpg,0,None,0.0013,0.0326,0.9787,0.9612,0,0,1,1,0.5962,0.5722,0.4934,impact_force
causal_data\aircraft damage\test\images\IMG_20230511_101805_jpg.rf.1cc72b0947649cede38a3b4e355ab540.jpg,1,Minor — 1 damage instance(s),0.0419,0.0018,0.9940,0.2446,0,0,1,0,0.5817,0.6185,0.5581,metal_fatigue
causal_data\aircraft damage\test\images\IMG_20230511_101828_jpg.rf.e68301ee06d11b4bb7c77d1229075b0f.jpg,1,Minor — 1 damage instance(s),0.0080,0.5176,0.2653,0.2256,0,1,0,0,0.6005,0.5901,0.4631,impact_force
causal_data\aircraft damage\test\images\IMG_20230511_101930_jpg.rf.70818abe7e8454b654c6cd6194655833.jpg,0,None,0.0152,0.1815,0.4565,0.1110,0,0,0,0,0.5764,0.6215,0.4578,metal_fatigue
